,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_Age,Total_SFT
691,60,RL,21535,IR1,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,5,3,PConc,5,3,3.0,5,0,989,2444,GasA,5,Y,SBrkr,0,4316,0,1,3,1,4,1,5,Typ,2,Attchd,Fin,3,832,3,3,Y,382,50,0,0,1,2007,WD,Normal,755000,26,4316
692,60,RL,26178,IR1,Lvl,Inside,Timber,Norm,Norm,1Fam,2Story,7,5,1989,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,4,3,PConc,4,3,3.0,5,0,245,1210,GasA,5,Y,SBrkr,0,2519,1,0,2,1,4,1,4,Typ,2,Attchd,RFn,2,628,3,3,Y,320,27,0,0,4,2006,WD,Normal,335000,31,2519
693,30,RL,5400,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0.0,0,0,1073,1073,GasA,5,Y,SBrkr,0,1073,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,1,326,3,3,Y,0,0,112,0,12,2006,WD,Abnorml,108480,99,1073
694,50,RM,6120,Reg,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,0.0,0,0,927,927,GasA,3,Y,SBrkr,0,1539,0,0,1,1,3,1,3,Typ,0,Detchd,Unf,2,576,3,3,Y,112,0,0,0,4,2009,WD,Normal,141500,84,1539
695,20,RL,13811,IR1,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6,6,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,4,0.0,5,1,92,1112,GasA,4,Y,SBrkr,0,1137,1,0,2,0,2,1,4,Typ,1,Attchd,Unf,2,551,3,3,Y,125,0,0,0,7,2006,WD,Normal,176000,33,1137
696,30,RM,6000,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,0.0,1,0,0,616,GasA,4,Y,SBrkr,0,616,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,1,205,3,3,Y,0,0,129,0,6,2006,WD,Normal,89000,99,616
697,20,RL,6420,IR1,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,5,4,1.0,1,4,219,980,GasA,2,Y,FuseA,0,1148,0,1,1,0,2,1,3,Typ,0,Detchd,Unf,1,308,3,3,Y,0,0,0,0,9,2006,WD,Normal,123500,68,1148
698,20,RL,8450,Reg,Lvl,Inside,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0.0,5,3,224,894,GasA,5,Y,SBrkr,0,894,1,0,1,0,3,1,3,Typ,1,Detchd,Unf,1,336,3,3,Y,416,144,0,0,4,2010,WD,Normal,138500,55,894
699,120,FV,4282,IR2,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1.0,5,0,1375,1391,GasA,5,Y,SBrkr,0,1391,0,0,2,0,2,1,4,Typ,0,Attchd,RFn,2,530,3,3,Y,156,158,0,0,7,2008,WD,Normal,196000,16,1391
700,20,RL,14331,Reg,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,3.0,5,0,526,1800,GasA,5,Y,SBrkr,0,1800,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,3,765,3,3,Y,270,78,0,0,5,2006,WD,Normal,312500,18,1800
701,20,RL,9600,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,0.0,0,0,1164,1164,GasA,3,Y,SBrkr,0,1164,0,0,1,1,3,1,3,Typ,0,Attchd,Unf,2,528,3,3,Y,0,0,0,0,7,2006,COD,Normal,140000,51,1164
702,60,RL,12438,IR1,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,0.0,0,0,1234,1234,GasA,5,Y,SBrkr,0,2576,0,0,2,1,4,1,5,Typ,1,BuiltIn,Fin,3,666,3,3,Y,324,100,0,0,7,2006,New,Partial,361919,14,2576
703,190,RM,7630,Reg,Lvl,Inside,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,0.0,0,0,360,360,GasA,4,Y,SBrkr,0,1812,0,0,2,0,4,2,4,Typ,1,Detchd,Unf,2,672,3,3,N,344,0,40,0,5,2010,WD,Normal,140000,120,1812
704,20,RL,8400,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,2.0,5,0,761,1473,GasA,5,Y,SBrkr,0,1484,1,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,606,3,3,Y,0,35,0,0,5,2010,WD,Normal,213000,16,1484
705,190,RM,5600,Reg,Lvl,Inside,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,Hip,CompShg,VinylSd,Wd Shng,None,0.0,2,2,Slab,-1,-1,,-1,-1,0,0,GasA,2,N,SBrkr,0,1092,0,0,2,0,3,2,2,Mod,0,NoGarage,NoGarage,0,0,-1,-1,N,0,0,0,0,7,2010,WD,Normal,55000,90,1092
706,20,RL,115149,IR2,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,Gable,CompShg,Plywood,Plywood,Stone,351.0,3,3,CBlock,4,3,3.0,5,0,424,1643,GasA,3,Y,SBrkr,0,1824,1,0,2,0,2,1,4,Typ,2,Attchd,Unf,2,739,3,3,Y,380,48,0,0,6,2007,WD,Normal,302000,49,1824
707,120,RL,6240,Reg,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,0.0,5,0,461,1324,GasA,5,Y,SBrkr,0,1324,1,0,2,0,2,1,4,Typ,1,Attchd,Fin,2,550,3,3,Y,192,38,0,0,12,2009,WD,Normal,254000,14,1324
708,60,RL,9018,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2.0,0,0,728,728,GasA,5,Y,SBrkr,0,1456,0,0,2,1,3,1,4,Typ,1,Attchd,Fin,2,400,3,3,Y,100,24,0,0,7,2007,New,Partial,179540,13,1456
709,20,RL,7162,IR1,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,0.0,0,0,876,876,GasA,3,Y,SBrkr,0,904,0,0,1,0,3,1,3,Typ,0,Attchd,Unf,1,408,3,3,Y,0,0,0,0,12,2008,WD,Abnorml,109900,54,904
710,30,RL,4130,IR1,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,0.0,0,0,270,270,GasA,4,Y,SBrkr,0,729,0,0,1,0,2,1,3,Maj2,0,NoGarage,NoGarage,0,0,-1,-1,N,0,0,0,0,7,2008,WD,Normal,52000,85,729
711,50,C (all),8712,Reg,HLS,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Stone,3,3,1.0,0,0,859,859,GasA,4,Y,SBrkr,0,1178,0,0,1,0,2,1,3,Typ,0,Detchd,RFn,1,384,3,3,N,68,0,98,0,1,2010,WD,Abnorml,102776,120,1178
712,120,RL,4671,IR1,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1.0,5,0,461,1228,GasA,4,Y,SBrkr,0,1228,1,0,2,0,2,1,4,Typ,1,Attchd,Fin,2,472,3,3,Y,168,120,0,0,10,2008,WD,Normal,189000,32,1228
713,190,RL,9873,Reg,Lvl,Inside,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,2.0,4,0,171,960,GasW,3,N,SBrkr,0,960,1,0,1,0,3,1,3,Typ,0,Detchd,Unf,2,576,3,3,Y,0,288,0,0,5,2006,WD,Normal,129000,50,960
714,60,RL,13517,IR1,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,0.0,5,0,192,725,GasA,5,Y,SBrkr,0,1479,0,0,2,1,3,1,4,Typ,0,Attchd,RFn,2,475,3,3,Y,0,44,0,0,3,2010,WD,Normal,130500,44,1479
715,20,RL,10140,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,0.0,0,0,1064,1064,GasA,3,Y,SBrkr,0,1350,0,0,2,0,3,1,3,Typ,1,Attchd,RFn,2,478,3,3,Y,0,0,0,0,8,2009,WD,Normal,165000,46,1350
716,70,RM,10800,Reg,Bnk,Inside,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,0.0,0,0,718,718,GasA,5,Y,SBrkr,0,2554,0,0,1,1,3,1,3,Typ,0,Detchd,Unf,2,704,3,3,P,0,48,143,0,7,2007,WD,Normal,159500,130,2554
717,20,RL,10000,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,0.0,3,0,92,1176,GasA,4,Y,SBrkr,0,1178,0,1,1,1,3,1,4,Typ,1,Attchd,Unf,2,439,3,3,Y,224,0,0,0,11,2008,WD,Normal,157000,47,1178
718,60,RL,10542,Reg,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,3.0,5,0,138,1311,GasA,5,Y,SBrkr,0,2418,1,0,2,1,3,1,4,Typ,1,Attchd,RFn,3,983,3,3,Y,250,154,216,0,8,2008,WD,Normal,341000,27,2418
719,20,RL,9920,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,3.0,4,0,448,971,GasA,3,Y,SBrkr,0,971,0,0,1,1,3,1,3,Typ,1,Attchd,Unf,1,300,3,3,Y,0,0,0,0,5,2006,WD,Normal,128500,51,971
720,120,RL,6563,IR1,Low,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,3.0,5,0,594,1742,GasA,3,Y,SBrkr,0,1742,1,0,2,0,2,1,4,Typ,1,Attchd,RFn,2,564,3,3,Y,114,28,234,0,12,2006,WD,Normal,275000,35,1742
721,120,RM,4426,Reg,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,2.0,5,0,186,848,GasA,5,Y,SBrkr,0,848,1,0,1,0,1,1,4,Typ,0,Attchd,RFn,2,420,3,3,Y,160,0,0,0,5,2010,WD,Normal,143000,16,848
722,20,RL,8120,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0.0,4,0,673,864,GasA,5,Y,SBrkr,0,864,0,0,1,0,3,1,3,Typ,0,Detchd,Unf,2,463,3,3,Y,0,0,0,0,7,2009,WD,Normal,124500,50,864
723,50,RL,8172,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0.0,0,0,941,941,GasA,5,Y,SBrkr,0,1470,0,0,2,0,4,1,3,Typ,0,Detchd,Unf,1,548,3,3,Y,0,0,0,156,5,2008,WD,Normal,135000,66,1470
724,20,RL,13286,IR1,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,0.0,5,0,464,1698,GasA,5,Y,SBrkr,0,1698,1,0,2,0,3,1,5,Typ,1,Attchd,Fin,3,768,3,3,Y,327,64,0,0,2,2009,WD,Normal,320000,13,1698
725,20,RL,6960,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0.0,4,3,250,864,GasA,3,Y,SBrkr,0,864,0,0,1,0,3,1,4,Typ,0,Detchd,Unf,2,660,3,3,Y,96,0,0,0,11,2009,WD,Normal,120500,50,864
726,20,RL,21695,IR1,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,0.0,5,0,72,880,GasA,5,Y,SBrkr,0,1680,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,2,540,3,3,Y,292,44,0,0,12,2009,WD,Normal,222000,32,1680
727,20,RL,7314,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,2.0,5,0,508,1232,GasA,5,Y,SBrkr,0,1232,1,0,2,0,2,1,4,Typ,0,Attchd,RFn,2,632,3,3,Y,132,0,0,0,2,2009,WD,Normal,194500,13,1232
728,90,RL,11475,Reg,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,0.0,0,0,1584,1584,GasA,3,Y,SBrkr,0,1776,1,0,2,0,4,2,3,Typ,0,Detchd,Unf,3,888,3,3,Y,0,25,0,0,7,2009,COD,Abnorml,110000,62,1776
729,30,RM,6240,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0.0,3,0,628,780,GasA,3,Y,FuseA,360,1208,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,539,3,3,Y,0,23,112,0,1,2009,WD,Normal,103000,95,848
730,120,RL,5389,IR1,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,0.0,5,0,415,1595,GasA,5,Y,SBrkr,0,1616,1,0,2,0,2,1,4,Typ,1,Attchd,RFn,2,608,3,3,Y,237,152,0,0,3,2010,WD,Normal,236500,25,1616
731,80,RL,9590,IR1,Lvl,Corner,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,2.0,5,0,82,868,GasA,5,Y,SBrkr,0,1146,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,2,438,3,3,Y,160,22,0,0,5,2007,WD,Normal,187500,17,1146
732,60,RL,11404,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,2.0,4,0,901,1153,GasA,5,Y,SBrkr,0,2031,0,0,2,1,3,1,4,Typ,1,Attchd,Fin,2,541,3,3,Y,192,84,0,0,7,2008,WD,Normal,222500,22,2031
733,20,RL,10000,Reg,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0.0,3,0,270,864,GasA,5,Y,SBrkr,0,1144,1,0,1,0,3,1,3,Typ,1,Attchd,RFn,1,264,3,3,Y,165,0,0,0,3,2009,WD,Normal,131400,59,1144
734,20,RL,8978,IR1,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,3,3,0.0,0,0,948,948,GasA,3,Y,SBrkr,0,948,0,0,1,0,3,1,3,Typ,0,Attchd,Unf,1,300,3,3,Y,147,0,0,0,5,2007,WD,Family,108000,52,948
735,75,RM,10800,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1.0,2,0,490,880,GasW,2,N,SBrkr,0,1768,0,0,1,1,2,1,3,Typ,2,Detchd,Unf,2,320,3,3,N,0,341,0,0,10,2006,WD,Normal,163000,106,1768
736,90,RL,8544,Reg,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,-1,-1,,-1,-1,0,0,GasA,4,N,FuseF,0,1040,0,0,2,0,2,2,3,Typ,0,Detchd,Unf,2,400,3,3,Y,0,0,0,0,7,2006,WD,Normal,93500,70,1040
737,60,RL,10463,IR1,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,0,0,893,893,GasA,5,Y,SBrkr,0,1801,0,0,2,1,3,1,4,Typ,1,Attchd,Fin,3,800,3,3,Y,0,116,0,0,6,2006,WD,Normal,239900,15,1801
738,90,RL,10800,Reg,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,3.0,5,0,0,1200,GasA,3,Y,SBrkr,0,1200,3,0,3,0,3,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,120,0,0,0,3,2009,WD,Alloca,179000,33,1200
739,60,RL,9313,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,0,0,864,864,GasA,5,Y,SBrkr,0,1728,0,0,2,1,3,1,4,Typ,0,Attchd,RFn,2,572,3,3,Y,187,56,0,0,4,2009,WD,Normal,190000,16,1728
740,70,RM,9600,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2,2,0.0,0,0,264,264,GasA,5,Y,SBrkr,0,1432,0,0,2,0,2,1,3,Typ,0,Detchd,Unf,2,360,3,4,Y,270,0,112,0,5,2007,WD,Abnorml,132000,110,1432
741,20,RL,6768,IR1,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1.0,5,0,80,912,GasA,4,Y,SBrkr,0,912,1,1,1,0,3,1,4,Typ,0,Detchd,Unf,1,288,3,3,Y,168,0,0,0,5,2008,WD,Normal,142000,59,912
742,20,RL,8450,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,0.0,0,0,1349,1349,GasA,5,Y,SBrkr,0,1349,0,0,2,0,3,1,3,Typ,0,Attchd,Unf,2,539,3,3,Y,120,55,0,0,12,2007,WD,Normal,179000,20,1349
743,80,RL,12886,IR1,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2.0,4,0,76,520,GasA,5,Y,SBrkr,0,1464,0,1,2,0,3,1,3,Min2,1,Attchd,RFn,2,480,3,3,Y,302,0,0,100,10,2009,WD,Normal,175000,57,1464
744,120,RL,5395,IR1,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0.0,5,0,604,1337,GasA,4,Y,SBrkr,0,1337,1,0,2,0,2,1,4,Typ,1,Attchd,RFn,2,462,3,3,Y,96,0,70,0,10,2008,WD,Normal,180000,27,1337
745,60,RL,8963,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,0.0,5,4,487,1142,GasA,5,Y,SBrkr,0,2715,0,1,3,1,4,1,4,Typ,2,BuiltIn,Fin,2,831,3,3,Y,0,204,0,0,7,2008,WD,Normal,299800,44,2715
746,60,RL,8795,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,5,0,652,952,GasA,5,Y,SBrkr,0,2256,0,0,2,1,4,1,4,Typ,1,BuiltIn,Fin,2,554,3,3,Y,224,54,0,0,4,2009,WD,Normal,236000,20,2256
747,70,RM,11700,IR1,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,3,2,0.0,0,0,1240,1240,GasW,3,N,SBrkr,0,2640,0,0,1,1,4,1,4,Typ,1,Detchd,Unf,4,864,3,3,N,181,0,386,0,5,2009,WD,Normal,265979,140,2640
748,20,RL,10593,IR1,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,0.0,5,0,801,1720,GasA,5,Y,SBrkr,0,1720,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,2,527,3,3,Y,240,56,154,0,3,2010,WD,Normal,260400,24,1720
749,50,RL,8405,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,Slab,-1,-1,,-1,-1,0,0,Wall,3,N,FuseF,0,1529,0,0,2,0,4,1,3,Mod,0,Detchd,Unf,1,240,3,3,N,92,0,185,0,4,2009,WD,Normal,98000,75,1529
750,50,RM,8800,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0.0,0,0,576,576,GasA,4,Y,SBrkr,0,1140,0,0,1,0,3,1,3,Min2,0,NoGarage,NoGarage,0,0,-1,-1,N,0,160,0,0,6,2010,WD,Normal,96500,110,1140
751,60,RL,7750,Reg,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,0,0,660,660,GasA,5,Y,SBrkr,0,1320,0,0,2,1,3,1,4,Typ,0,Attchd,Fin,2,400,3,3,Y,0,48,0,0,8,2007,WD,Normal,162000,17,1320
752,20,RL,9236,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,3.0,5,0,279,1479,GasA,5,Y,SBrkr,0,1494,1,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,576,3,3,Y,168,27,0,0,7,2006,WD,Normal,217000,23,1494
753,60,RL,10240,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,1.0,0,0,1030,1030,GasA,4,Y,SBrkr,0,2098,0,0,2,1,3,1,5,Typ,1,Attchd,RFn,3,878,3,3,Y,192,52,0,0,3,2006,WD,Normal,275500,15,2098
754,20,RL,7930,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0.0,5,1,115,1026,GasA,4,Y,SBrkr,0,1026,1,0,1,0,3,1,4,Typ,0,Detchd,RFn,2,440,3,3,Y,171,48,0,0,7,2009,WD,Normal,156000,51,1026
755,160,FV,3230,Reg,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,0.0,5,0,348,729,GasA,4,Y,SBrkr,0,1471,0,0,2,1,3,1,3,Typ,0,Detchd,Unf,2,440,3,3,Y,0,24,0,0,3,2009,WD,Normal,172500,21,1471
756,60,RL,10769,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2.0,5,0,846,866,GasA,5,Y,SBrkr,0,1768,0,0,2,1,3,1,4,Typ,0,Attchd,RFn,2,578,3,3,Y,144,105,0,0,4,2009,WD,Normal,212000,13,1768
757,60,RL,11616,IR1,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,1.0,2,0,234,672,GasA,3,Y,SBrkr,0,1386,0,0,2,1,3,1,3,Typ,1,Attchd,Fin,2,440,3,3,Y,335,0,0,0,4,2010,WD,Abnorml,158900,42,1386
758,160,FV,2280,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,4,3,0.0,4,0,195,744,GasA,4,Y,SBrkr,0,1501,0,0,2,1,3,1,3,Typ,0,Detchd,Unf,2,440,3,3,Y,0,0,0,0,8,2008,WD,Normal,179400,21,1501
759,60,RL,12257,IR1,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4,3,2.0,1,4,1198,1318,GasA,5,Y,SBrkr,0,2531,0,0,2,1,4,1,4,Typ,1,Attchd,RFn,3,752,3,3,Y,222,98,0,0,11,2007,WD,Normal,290000,25,2531
